referencia;nome;preco;quantidade;material;cores;gramatura;tamanho_arte;tamanho_final;peso;imagem;gabarito 
RP1313500;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 500unid - RP1313500;R$ 0,00;7000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;1094g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/388E8BF2-FF21-4DBC-9747-7B8AB9EB9292.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP1313500;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 500unid - RP1313500;R$ 0,00;7500 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;1094g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/388E8BF2-FF21-4DBC-9747-7B8AB9EB9292.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP1313500;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 500unid - RP1313500;R$ 0,00;8000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;1094g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/388E8BF2-FF21-4DBC-9747-7B8AB9EB9292.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP1313500;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 500unid - RP1313500;R$ 6.256,00;8500 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;1094g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/388E8BF2-FF21-4DBC-9747-7B8AB9EB9292.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP1313500;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 500unid - RP1313500;R$ 0,00;9000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;1094g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/388E8BF2-FF21-4DBC-9747-7B8AB9EB9292.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP1313500;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 500unid - RP1313500;R$ 0,00;9500 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;1094g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/388E8BF2-FF21-4DBC-9747-7B8AB9EB9292.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP1313500;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 500unid - RP1313500;R$ 0,00;10000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;1094g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/388E8BF2-FF21-4DBC-9747-7B8AB9EB9292.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 678,50;1000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 1.357,00;2000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 2.035,50;3000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 2.714,00;4000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 3.392,50;5000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 4.071,00;6000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 4.749,50;7000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 5.428,00;8000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 6.106,50;9000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 6.785,00;10000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 7.463,50;11000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 8.142,00;12000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 8.820,50;13000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 9.499,00;14000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 10.177,50;15000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 10.856,00;16000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 11.534,50;17000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 12.213,00;18000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 12.891,50;19000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP13131000;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 1000unid - RP13131000;R$ 13.570,00;20000 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;2187g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A032CDCD-B15B-4E04-8B2C-34001E6BA683.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 42,99;20 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 85,98;40 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 128,97;60 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 171,96;80 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 214,95;100 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 257,94;120 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 300,93;140 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 343,92;160 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 386,91;180 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 429,90;200 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 472,89;220 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 515,88;240 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 558,87;260 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 601,86;280 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 644,85;300 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 687,84;320 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 730,83;340 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 773,82;360 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
RV131320;ADESIVOS ROTULOS FOLHA VINIL BRANCO 135X135MM - 4X0 - 20unid - RV131320;R$ 816,81;380 unid.;Adesivo vinil branco;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/A1055BAB-1AB3-401F-8015-94D1A6A3B910.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RV131320.zip
