referencia;nome;preco;quantidade;material;cores;gramatura;tamanho_arte;tamanho_final;peso;imagem;gabarito 
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 18,50;1 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 69,00;2 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 37,00;3 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 55,50;4 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 74,00;5 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 92,50;6 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 111,00;7 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 129,50;8 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 148,00;9 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 166,50;10 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 185,00;11 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 203,50;12 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 222,00;13 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 240,50;14 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 259,00;15 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 277,50;16 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 296,00;17 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 314,50;18 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 333,00;19 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
ABP1C;ABAD� SUBLIMACAO TAMANHOS DIVERSOS - 4X0 - 1unid - ABP1C;R$ 351,50;20 unid.;Tecido elanca light;4x0;10g;1100x760mm;540x720mm;100g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/30A50350-B2F3-4949-89DD-AB45CC3713A4/FOTOS/ABADA-SUBLIMACAO-TAMANHOS-DIVERSOS-4X0-1-ABP1C-1.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ABADA-4-0-1100X760-ABP1C.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 18,50;20 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 37,00;40 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 55,50;60 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 74,00;80 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 92,50;100 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 111,00;120 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 129,50;140 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 148,00;160 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 166,50;180 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 185,00;200 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 203,50;220 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 222,00;240 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 240,50;260 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 259,00;280 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 277,50;300 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 296,00;320 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 314,50;340 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 333,00;360 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 351,50;380 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131320;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 20unid - RP131320;R$ 370,00;400 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;44g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/09C9C4E0-7D5B-4277-BDAF-ADBC79907874.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131350;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 50unid - RP131350;R$ 40,50;50 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;109g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/F4DAB015-8994-4C9D-9FCA-F25545B94CDC.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131350;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 50unid - RP131350;R$ 81,00;100 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;109g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/F4DAB015-8994-4C9D-9FCA-F25545B94CDC.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131350;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 50unid - RP131350;R$ 121,50;150 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;109g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/F4DAB015-8994-4C9D-9FCA-F25545B94CDC.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
RP131350;ADESIVOS ROTULOS FOLHA PAPEL 135X135MM - 4X0 - 50unid - RP131350;R$ 162,00;200 unid.;Adesivo papel;4x0;120g;135x135mm;132x132mm;109g;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/servicos/F4DAB015-8994-4C9D-9FCA-F25545B94CDC.jpg;https://s3-sa-east-1.amazonaws.com/arquivosgraficas/midia/1FCAA7EC-0F65-43C2-A490-98C9F1E65A6A/gabaritos/zip/ADESIVOS-4-0-135X135-RP131320.zip
